Fighter1,Fighter2,F1 Winner?,F2 Winner?,Fight Method,Round,Time,Time Format,Referee,Finish Details or Judges Scorecard,Bout,Event Name,Location,Date,Rounds,Total Strike Landed R1  Disp.,Total Strike Missed R1  Disp.,Non-Sig. Strike Landed R1  Disp.,Non-Sig. Strike Missed R1  Disp.,Sig. Strike Landed R1  Disp.,Sig. Strike Missed R1  Disp.,Head R1  Disp.,Body R1  Disp.,Leg R1  Disp.,Distance R1  Disp.,Clinch R1  Disp.,Ground R1  Disp.,Knockdowns R1  Disp.,TD Completed R1  Disp.,TD Missed R1  Disp.,Sub. Att R1  Disp.,Rev. R1  Disp.,Ctrl Time (Minutes) R1  Disp.,Total Strike Landed R2  Disp.,Total Strike Missed R2  Disp.,Non-Sig. Strike Landed R2  Disp.,Non-Sig. Strike Missed R2  Disp.,Sig. Strike Landed R2  Disp.,Sig. Strike Missed R2  Disp.,Head R2  Disp.,Body R2  Disp.,Leg R2  Disp.,Distance R2  Disp.,Clinch R2  Disp.,Ground R2  Disp.,Knockdowns R2  Disp.,TD Completed R2  Disp.,TD Missed R2  Disp.,Sub. Att R2  Disp.,Rev. R2  Disp.,Ctrl Time (Minutes) R2  Disp.,Total Strike Landed R3  Disp.,Total Strike Missed R3  Disp.,Non-Sig. Strike Landed R3  Disp.,Non-Sig. Strike Missed R3  Disp.,Sig. Strike Landed R3  Disp.,Sig. Strike Missed R3  Disp.,Head R3  Disp.,Body R3  Disp.,Leg R3  Disp.,Distance R3  Disp.,Clinch R3  Disp.,Ground R3  Disp.,Knockdowns R3  Disp.,TD Completed R3  Disp.,TD Missed R3  Disp.,Sub. Att R3  Disp.,Rev. R3  Disp.,Ctrl Time (Minutes) R3  Disp.
Hailey Cowan,Jamey-Lyn Horth,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Junichiro Kamijo 28 - 29. Anthony Maness 28 - 29. Ron McCarthy 28 - 29.,Women's Bantamweight Bout,UFC Fight Night: Song vs. Simon,"Las Vegas, Nevada, USA",4/29/23,3,-6,29,-3,0,-3,29,2,-1,-4,-1,-2,0,0,0,1,0,0,0.316666667,-6,16,-1,0,-5,16,-3,-2,0,-2,-6,3,0,1,1,0,0,2.1,-2,14,3,0,-5,14,2,-6,-1,0,-6,1,0,1,3,0,0,1.3
Iasmin Lucindo,Brogan Walker,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Adalaide Byrd 27 - 30. Chris Lee 27 - 30. Ron McCarthy 27 - 30.,Women's Flyweight Bout,UFC Fight Night: Pavlovich vs. Blaydes,"Las Vegas, Nevada, USA",4/22/23,3,9,-16,0,0,9,-16,12,1,-4,9,0,0,0,0,0,0,0,0,1,-13,2,-1,-1,-12,5,-3,-3,2,-3,0,0,2,1,0,0,-0.283333333,16,-23,0,0,16,-23,10,8,-2,18,-2,0,0,2,0,0,0,-0.016666667
Jeremiah Wells,Matthew Semelsberger,1,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Marc Goddard,Eric Colon 27 - 30. Rick Winter 29 - 28. Junichiro Kamijo 27 - 30.,Welterweight Bout,UFC Fight Night: Pavlovich vs. Blaydes,"Las Vegas, Nevada, USA",4/22/23,3,20,26,14,12,6,14,4,2,0,-1,-2,9,-1,2,2,0,0,2.533333333,13,20,3,9,10,11,10,0,0,-1,0,11,-1,1,0,0,0,2.65,14,6,14,8,0,-2,-2,2,0,0,0,0,0,3,1,0,0,4.533333333
Karol Rosa,Norma Dumont,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Ben Cartlidge 28 - 29. Junichiro Kamijo 28 - 29. Ron McCarthy 28 - 29.,Women's Featherweight Bout,UFC Fight Night: Pavlovich vs. Blaydes,"Las Vegas, Nevada, USA",4/22/23,3,10,-2,13,2,-3,-4,-2,1,-2,-3,0,0,0,0,0,0,0,-1.5,20,-4,24,2,-4,-6,-3,-1,0,-3,-1,0,0,0,1,0,0,-0.133333333,51,-10,46,-3,5,-7,6,-1,0,-1,6,0,1,-1,1,0,0,-0.05
Mohammed Usman,Junior Tafa,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Junichiro Kamijo 28 - 29. Jacob Montalvo 28 - 29. Rick Winter 28 - 29.,Heavyweight Bout,UFC Fight Night: Pavlovich vs. Blaydes,"Las Vegas, Nevada, USA",4/22/23,3,5,3,12,8,-7,-5,-5,-2,0,-5,-2,0,0,0,4,0,0,3.433333333,25,9,27,13,-2,-4,-1,-1,0,-4,0,2,0,1,4,0,0,4.15,12,1,18,9,-6,-8,-5,-1,0,-1,-6,1,0,1,2,0,0,4.466666667
Francis Marshall,William Gomis,0,1,Decision - Split,3,5:00,3 Rnd (5-5-5),Keith Peterson,Adalaide Byrd 28 - 29. Ben Cartlidge 29 - 28. Eric Colon 28 - 29.,Featherweight Bout,UFC Fight Night: Pavlovich vs. Blaydes,"Las Vegas, Nevada, USA",4/22/23,3,7,31,7,4,0,27,3,-3,0,0,0,0,0,0,1,0,0,1.266666667,-8,28,-2,0,-6,28,-1,-2,-3,-6,0,0,0,0,0,0,0,-0.1,6,17,12,7,-6,10,2,1,-9,-8,0,2,0,2,2,2,0,2.883333333
Dustin Jacoby,Azamat Murzakanov,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Nick Berens,Sal D'amato 28 - 29. Brian Puccillo 28 - 29. Ross Swanberg 28 - 29.,Light Heavyweight Bout,UFC Fight Night: Holloway vs. Allen,"Kansas City, Missouri, USA",4/15/23,3,-6,-5,0,0,-6,-5,-12,-2,8,-6,0,0,0,-1,0,0,0,-0.2,8,0,13,0,-5,0,-8,-3,6,-4,-1,0,-1,0,0,0,0,1.216666667,24,16,16,4,8,12,5,1,2,6,2,0,0,1,1,0,0,1.816666667
Pedro Munhoz,Chris Gutierrez,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Brian Puccillo 27 - 30. Travis Buesking 27 - 30. Henry Guery 27 - 30.,Bantamweight Bout,UFC Fight Night: Holloway vs. Allen,"Kansas City, Missouri, USA",4/15/23,3,4,13,8,0,-4,13,4,-1,-7,-10,0,6,1,0,0,0,0,2.75,-4,16,0,0,-4,16,-6,-3,5,-4,0,0,0,0,0,0,0,0,-5,29,4,0,-9,29,-8,2,-3,-9,0,0,0,0,1,0,0,0.05
Clay Guida,Rafa Garcia,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dwayne Bess,Chris Lee 27 - 30. Sal D'amato 27 - 30. Ross Swanberg 27 - 30.,Lightweight Bout,UFC Fight Night: Holloway vs. Allen,"Kansas City, Missouri, USA",4/15/23,3,-11,14,0,0,-11,14,-13,1,1,-11,0,0,0,0,0,0,0,0,-44,22,0,0,-44,22,-46,-1,3,-41,-3,0,0,0,1,0,0,0,-25,7,-2,0,-23,7,-22,-1,0,-23,0,0,0,0,1,0,0,-0.333333333
Lando Vannata,Daniel Zellhuber,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Sal D'amato 27 - 29. David Huyette 28 - 29. Travis Buesking 27 - 30.,Lightweight Bout,UFC Fight Night: Holloway vs. Allen,"Kansas City, Missouri, USA",4/15/23,3,-28,-57,-5,-12,-23,-45,-32,0,9,4,-5,-22,-1,0,0,0,0,-1.5,0,-19,0,0,0,-19,-9,3,6,-1,1,0,0,0,2,0,0,0.1,-5,-25,-1,0,-4,-25,-6,2,0,-3,-1,0,0,0,0,0,0,-0.233333333
Aaron Phillips,Gaston Bolanos,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Nick Berens,Travis Buesking 28 - 29. Ross Swanberg 27 - 30. Henry Guery 27 - 30.,Bantamweight Bout,UFC Fight Night: Holloway vs. Allen,"Kansas City, Missouri, USA",4/15/23,3,-12,-14,0,0,-12,-14,-7,5,-10,-13,1,0,0,0,0,0,0,0,6,-16,26,1,-20,-17,-8,-1,-11,-7,0,-13,0,2,0,1,-1,2.416666667,16,-11,30,0,-14,-11,-10,-2,-2,-7,0,-7,0,1,2,0,0,2
Joselyne Edwards,Lucie Pudilova,1,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Dwayne Bess,Ross Swanberg 28 - 29. Henry Guery 29 - 28. David Huyette 28 - 29.,Women's Bantamweight Bout,UFC Fight Night: Holloway vs. Allen,"Kansas City, Missouri, USA",4/15/23,3,14,1,5,1,9,0,5,-1,5,6,0,3,0,-1,0,0,1,-3,-1,-4,-1,-1,0,-3,-8,4,4,8,1,-9,0,-1,-1,0,0,-3.166666667,3,2,-5,0,8,2,-5,-1,14,11,-3,0,0,0,-3,0,0,-0.833333333
Gilbert Burns,Jorge Masvidal,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Dave Tirelli 27 - 30. Chris Lee 27 - 30. Eric Colon 28 - 29.,Welterweight Bout,UFC 287: Pereira vs. Adesanya 2,"Miami, Florida, USA",4/8/23,3,-5,4,-3,1,-2,3,2,1,-5,-3,0,1,0,1,0,0,0,0.1,-5,6,-7,3,2,3,5,-3,0,1,-1,2,0,2,1,0,0,4.033333333,5,0,2,1,3,-1,13,-3,-7,1,0,2,0,1,1,0,0,1.466666667
Raul Rosas Jr.,Christian Rodriguez,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Chris Lee 28 - 29. Sal D'amato 28 - 29. Dave Tirelli 28 - 29.,Bantamweight Bout,UFC 287: Pereira vs. Adesanya 2,"Miami, Florida, USA",4/8/23,3,-9,-5,-7,-1,-2,-4,-1,-1,0,0,-2,0,0,3,5,1,0,3.466666667,-24,-4,-20,-6,-4,2,-2,-2,0,-1,-2,-1,0,0,5,0,0,-2.816666667,-48,-6,-27,-2,-21,-4,-21,0,0,-1,0,-20,0,-1,3,0,0,-3.316666667
Chris Curtis,Kelvin Gastelum,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Eric Colon 28 - 29. Derek Cleary 28 - 29. Michael  Tate 27 - 30.,Middleweight Bout,UFC 287: Pereira vs. Adesanya 2,"Miami, Florida, USA",4/8/23,3,-17,1,0,0,-17,1,-12,1,-6,-17,0,0,0,0,0,0,0,0,-1,13,2,1,-3,12,-9,8,-2,-1,2,-4,0,0,-1,0,0,-0.916666667,10,15,3,2,7,13,2,7,-2,5,2,0,0,0,-2,0,0,-0.416666667
Michelle Waterson-Gomez,Luana Pinheiro,0,1,Decision - Split,3,5:00,3 Rnd (5-5-5),Larry Folsom,Eric Colon 29 - 28. Chris Lee 28 - 29. Eliseo Rodriguez 28 - 29.,Women's Strawweight Bout,UFC 287: Pereira vs. Adesanya 2,"Miami, Florida, USA",4/8/23,3,5,19,0,0,5,19,0,0,5,6,-1,0,0,0,0,0,0,-0.016666667,2,8,2,-4,0,12,0,-1,1,3,-3,0,0,0,-2,0,0,-0.783333333,15,18,3,0,12,18,2,2,8,6,6,0,0,1,-2,0,0,0.4
Cynthia Calvillo,Loopy Godinez,0,1,Decision - Split,3,5:00,3 Rnd (5-5-5),Larry Folsom,Eliseo Rodriguez 28 - 29. Eric Colon 29 - 28. Dave Tirelli 27 - 30.,Women's Strawweight Bout,UFC 287: Pereira vs. Adesanya 2,"Miami, Florida, USA",4/8/23,3,-3,38,-2,-1,-1,39,-2,2,-1,-1,0,0,0,1,0,0,0,1.233333333,5,58,-1,0,6,58,-4,6,4,6,0,0,0,0,0,0,0,0,12,40,0,1,12,39,-1,7,6,12,0,0,0,0,-1,0,0,0
Ignacio Bahamondes,Trey Ogden,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Andrew Glenn,Troy Wincapaw 27 - 30. Sal D'amato 27 - 30. Derek Cleary 28 - 29.,Catch Weight Bout,UFC 287: Pereira vs. Adesanya 2,"Miami, Florida, USA",4/8/23,3,17,12,0,0,17,12,4,3,10,17,0,0,0,0,0,0,0,0,14,7,0,0,14,7,1,6,7,14,0,0,0,0,-1,0,0,0,26,15,0,0,26,15,-1,11,16,26,0,0,0,0,0,0,0,0
Jaqueline Amorim,Sam Hughes,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Andrew Glenn,Eliseo Rodriguez 28 - 29. Sal D'amato 28 - 29. Eric Colon 28 - 29.,Women's Strawweight Bout,UFC 287: Pereira vs. Adesanya 2,"Miami, Florida, USA",4/8/23,3,-2,9,2,5,-4,4,-4,0,0,1,-6,1,0,2,0,3,-1,3.366666667,-26,-18,-23,-6,-3,-12,-3,0,0,0,0,-3,0,-1,4,0,0,-3.2,-27,-3,0,7,-27,-10,-26,-1,0,-9,0,-18,0,0,4,0,0,-3.5
Holly Holm,Yana Santos,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jacob Montalvo,Chris Lee 26 - 30. Sal D'amato 27 - 30. Jason Herzog 27 - 30.,Women's Bantamweight Bout,UFC Fight Night: Vera vs. Sandhagen,"San Antonio, Texas, USA",3/25/23,3,-26,-14,-21,-10,-5,-4,3,-1,-7,-3,-2,0,0,1,0,0,0,0.366666667,5,6,-4,-6,9,12,11,1,-3,-2,-1,12,0,1,0,0,0,4.15,6,1,-1,3,7,-2,6,0,1,4,1,2,0,2,2,0,0,3.983333333
Andrea Lee,Maycee Barber,0,1,Decision - Split,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Chris Lee 29 - 28. Frank Collazo 28 - 29. Dan Miragliotta 27 - 30.,Women's Flyweight Bout,UFC Fight Night: Vera vs. Sandhagen,"San Antonio, Texas, USA",3/25/23,3,-6,-10,-1,-5,-5,-5,-8,3,0,1,-1,-5,0,1,0,0,-1,2.1,2,-7,4,-4,-2,-3,-5,0,3,-3,1,0,0,0,0,0,0,1.866666667,-5,-7,-3,0,-2,-7,-8,3,3,-2,1,-1,0,2,0,0,0,0.616666667
Chidi Njokuani,Albert Duraev,0,1,Decision - Split,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Chris Lee 29 - 28. Sal D'amato 28 - 29. Dan Miragliotta 28 - 29.,Middleweight Bout,UFC Fight Night: Vera vs. Sandhagen,"San Antonio, Texas, USA",3/25/23,3,-24,-22,-16,-12,-8,-10,-11,3,0,3,0,-11,0,-2,0,0,0,-3.416666667,-2,-8,0,0,-2,-8,2,1,-5,-2,0,0,0,0,0,0,0,0,2,-1,-3,0,5,-1,6,9,-10,4,1,0,0,0,-1,0,0,-0.616666667
Steven Peterson,Lucas Alexander,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jacob Montalvo,Gino Garcia 27 - 30. Sal D'amato 27 - 30. Joel Ojeda 27 - 30.,Featherweight Bout,UFC Fight Night: Vera vs. Sandhagen,"San Antonio, Texas, USA",3/25/23,3,-13,6,0,0,-13,6,-10,-1,-2,-14,1,0,0,0,0,0,0,-0.083333333,-19,-4,0,0,-19,-4,-6,-5,-8,-19,0,0,0,0,2,0,0,-0.083333333,-27,0,0,0,-27,0,-19,-5,-3,-20,-1,-6,-1,0,2,0,0,-0.233333333
Trevin Giles,Preston Parsons,1,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Gino Garcia 28 - 29. Sal D'amato 29 - 28. Jacob Montalvo 28 - 29.,Welterweight Bout,UFC Fight Night: Vera vs. Sandhagen,"San Antonio, Texas, USA",3/25/23,3,-6,-8,-6,-6,0,-2,5,-2,-3,-1,-2,3,0,0,-2,-2,1,-0.433333333,11,2,6,-1,5,3,8,0,-3,1,0,4,0,-1,-4,0,-1,-0.116666667,4,-4,-4,-3,8,-1,14,0,-6,0,2,6,0,-2,-1,-1,1,-0.483333333
Victor Altamirano,Vinicius Salvador,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Gino Garcia 28 - 29. Sal D'amato 28 - 29. Chris Lee 28 - 29.,Flyweight Bout,UFC Fight Night: Vera vs. Sandhagen,"San Antonio, Texas, USA",3/25/23,3,12,-7,7,2,5,-9,-2,1,6,2,2,1,0,1,4,0,0,2.466666667,9,-12,9,2,0,-14,-5,0,5,3,-1,-2,0,-1,0,0,0,0.316666667,5,-4,-5,0,10,-4,9,-2,3,10,-1,1,0,2,10,0,0,1.933333333
Justin Gaethje,Rafael Fiziev,1,0,Decision - Majority,3,5:00,3 Rnd (5-5-5),Marc Goddard,Mark Collett 28 - 29. Clemens Werner 28 - 29. Paul Sutherland 28 - 28.,Lightweight Bout,UFC 286: Edwards vs. Usman 3,"London, England, United Kingdom",3/18/23,3,-4,-10,0,0,-4,-10,0,-8,4,-5,1,0,0,0,1,0,0,0,-3,4,2,0,-5,4,10,-15,0,-4,-1,0,0,0,0,0,0,0,16,2,1,0,15,2,33,-15,-3,12,3,0,0,1,1,0,0,0.083333333
Jennifer Maia,Casey O'Neill,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Vito Paolillo 27 - 30. Chris Lee 28 - 29. David Lethaby 28 - 29.,Women's Flyweight Bout,UFC 286: Edwards vs. Usman 3,"London, England, United Kingdom",3/18/23,3,5,13,1,0,4,13,2,-3,5,2,2,0,0,0,1,0,0,0.066666667,8,31,4,0,4,31,8,-5,1,1,3,0,0,0,0,0,0,0.383333333,1,33,1,0,0,33,5,-5,0,-8,8,0,0,0,2,0,0,0.933333333
Marvin Vettori,Roman Dolidze,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Ben Cartlidge 28 - 29. David Lethaby 28 - 29. Paul Sutherland 27 - 30.,Middleweight Bout,UFC 286: Edwards vs. Usman 3,"London, England, United Kingdom",3/18/23,3,9,-5,0,0,9,-5,4,-1,6,6,3,0,0,0,0,0,0,0,12,7,0,0,12,7,-1,0,13,12,0,0,0,0,-1,0,0,-0.083333333,14,-11,0,0,14,-11,5,-2,11,15,-1,0,0,0,0,0,0,-0.15
Chris Duncan,Omar Morales,1,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki,Paul Sutherland 30 - 27. Ben Cartlidge 28 - 29. Vito Paolillo 28 - 29.,Lightweight Bout,UFC 286: Edwards vs. Usman 3,"London, England, United Kingdom",3/18/23,3,-3,0,-1,0,-2,0,-12,4,6,-1,0,-1,0,0,2,0,0,0.2,10,0,3,0,7,0,-3,3,7,3,-1,5,0,1,4,0,-1,2.666666667,2,-3,1,0,1,-3,-5,5,1,0,-1,2,0,4,3,0,0,3.616666667
Lerone Murphy,Gabriel Santos,1,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Rich Mitchell,Vito Paolillo 28 - 29. Mark Collett 29 - 28. Clemens Werner 28 - 29.,Featherweight Bout,UFC 286: Edwards vs. Usman 3,"London, England, United Kingdom",3/18/23,3,0,7,3,0,-3,7,2,-1,-4,0,-5,2,0,-2,-2,0,0,0.333333333,10,-1,-2,-1,12,0,5,7,0,9,1,2,0,0,0,0,0,-0.516666667,18,8,3,0,15,8,20,-3,-2,13,2,0,0,-2,-3,0,0,-1.516666667
Joanne Wood,Luana Carolina,1,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,David Lethaby 27 - 30. Vito Paolillo 29 - 28. Ben Cartlidge 28 - 29.,Women's Flyweight Bout,UFC 286: Edwards vs. Usman 3,"London, England, United Kingdom",3/18/23,3,13,-3,13,0,0,-3,-2,1,1,-5,5,0,0,0,1,0,0,0.016666667,23,2,14,4,9,-2,2,-1,8,3,5,1,0,1,0,0,0,0.933333333,18,3,-4,0,22,3,6,12,4,11,11,0,0,1,1,0,0,0.183333333
Jai Herbert,Ludovit Klein,1,0,Decision - Majority,3,5:00,3 Rnd (5-5-5),Rich Mitchell,David Lethaby 27 - 29. Clemens Werner 28 - 28. Mark Collett 28 - 28.,Lightweight Bout,UFC 286: Edwards vs. Usman 3,"London, England, United Kingdom",3/18/23,3,9,11,9,5,0,6,-2,2,0,-1,0,1,0,-1,0,0,0,-1.8,3,-5,-1,0,4,-5,-5,6,3,5,-1,0,0,0,0,0,0,-0.433333333,6,12,14,16,-8,-4,-8,-2,2,-10,-2,4,0,0,1,0,0,1.9
Juliana Miller,Veronica Hardy,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki,Chris Lee 27 - 30. Vito Paolillo 27 - 30. Paul Sutherland 27 - 30.,Women's Flyweight Bout,UFC 286: Edwards vs. Usman 3,"London, England, United Kingdom",3/18/23,3,-7,17,0,0,-7,17,-7,6,-6,-4,0,-3,0,0,1,0,0,0.066666667,-8,8,0,-1,-8,9,-7,-2,1,0,0,-8,0,0,2,2,0,-3.433333333,-14,7,3,-1,-17,8,-5,-7,-5,-6,2,-13,0,-4,0,1,0,-2.916666667
Said Nurmagomedov,Jonathan Martinez,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Mike Bell 28 - 29. Adalaide Byrd 28 - 29. Junichiro Kamijo 28 - 29.,Bantamweight Bout,UFC Fight Night: Yan vs. Dvalishvili,"Las Vegas, Nevada, USA",3/11/23,3,17,6,9,0,8,6,4,4,0,6,2,0,0,1,1,2,0,-1.083333333,2,3,1,1,1,2,3,4,-6,2,1,-2,0,1,2,0,0,-1.5,4,6,4,0,0,6,5,-1,-4,1,-4,3,0,1,2,-1,0,0.783333333
Vitor Petrino,Anton Turkalj,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Bryan Miner 26 - 30. Eric Colon 27 - 30. Jacob Montalvo 27 - 30.,Light Heavyweight Bout,UFC Fight Night: Yan vs. Dvalishvili,"Las Vegas, Nevada, USA",3/11/23,3,7,14,-7,1,14,13,14,4,-4,11,-3,6,0,2,0,0,0,1.883333333,-7,1,-7,-3,0,4,2,-2,0,-2,1,1,0,-1,-5,0,2,-0.55,-9,3,-1,0,-8,3,-8,1,-1,-3,-1,-4,0,1,-3,1,1,0.216666667
Karl Williams,Lukasz Brzeski,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Adalaide Byrd 26 - 30. Sal D'amato 26 - 30. Mike Bell 27 - 30.,Heavyweight Bout,UFC Fight Night: Yan vs. Dvalishvili,"Las Vegas, Nevada, USA",3/11/23,3,-9,-3,-12,-1,3,-2,1,-1,3,3,0,0,0,3,1,0,0,2.066666667,25,14,20,10,5,4,5,1,-1,0,0,5,1,4,1,0,0,3.433333333,55,14,51,16,4,-2,6,-1,-1,-3,-2,9,0,1,2,0,0,4.233333333
Victor Henry,Tony Gravely,1,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Mark Smith,Eric Colon 27 - 30. Sal D'amato 28 - 29. Rick Winter 29 - 28.,Bantamweight Bout,UFC Fight Night: Yan vs. Dvalishvili,"Las Vegas, Nevada, USA",3/11/23,3,16,4,9,0,7,4,2,9,-4,5,2,0,0,-1,-6,0,0,-1.533333333,72,17,18,1,54,16,28,26,0,33,16,5,0,-2,-4,0,0,-0.516666667,12,-9,-6,0,18,-9,18,0,0,12,10,-4,0,0,-4,2,1,0.016666667
Ariane da Silva,JJ Aldrich,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Mike Bell 27 - 30. Adalaide Byrd 27 - 30. Junichiro Kamijo 27 - 30.,Women's Flyweight Bout,UFC Fight Night: Yan vs. Dvalishvili,"Las Vegas, Nevada, USA",3/11/23,3,26,23,2,0,24,23,8,14,2,13,11,0,0,0,-5,0,0,-0.416666667,15,19,0,0,15,19,-3,14,4,11,4,0,0,0,-2,0,0,0,16,11,3,0,13,11,0,10,3,8,5,0,0,2,-5,0,0,-0.533333333
Carlston Harris,Jared Gooden,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Eric Colon 27 - 30. Junichiro Kamijo 27 - 30. Bryan Miner 27 - 30.,Welterweight Bout,UFC Fight Night: Yan vs. Dvalishvili,"Las Vegas, Nevada, USA",3/11/23,3,-9,14,-8,0,-1,14,14,-9,-6,-6,5,0,0,0,2,0,0,0.183333333,19,5,16,4,3,1,5,-1,-1,-1,-2,6,0,1,1,0,0,4.733333333,37,2,27,3,10,-1,11,-1,0,1,-2,11,0,4,4,0,0,4.683333333
Mateusz Gamrot,Jalin Turner,1,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Mark Smith,Derek Cleary 28 - 29. David Lethaby 29 - 28. Ron McCarthy 27 - 30.,Lightweight Bout,UFC 285: Jones vs. Gane,"Las Vegas, Nevada, USA",3/4/23,3,-9,-11,-6,3,-3,-14,-4,-4,5,-3,0,0,-1,2,0,0,0,2.033333333,41,-24,46,2,-5,-26,-4,-2,1,-5,-1,1,0,1,2,0,0,1.45,-5,-2,-2,2,-3,-4,3,-6,0,-4,-1,2,0,1,5,0,0,2.85
Cody Garbrandt,Trevin Jones,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mike Bell 28 - 29. Derek Cleary 28 - 29. David Lethaby 28 - 29.,Bantamweight Bout,UFC 285: Jones vs. Gane,"Las Vegas, Nevada, USA",3/4/23,3,10,-15,0,0,10,-15,1,6,3,10,0,0,0,0,0,0,0,0,5,-6,2,0,3,-6,3,1,-1,-1,2,2,0,2,-1,-1,0,1.75,-12,-21,-5,0,-7,-21,-5,-1,-1,-3,-1,-3,0,-1,1,0,0,-0.866666667
Viviane Araujo,Amanda Ribas,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Sal D'amato 26 - 30. Ron McCarthy 27 - 30. Mike Bell 27 - 29.,Women's Flyweight Bout,UFC 285: Jones vs. Gane,"Las Vegas, Nevada, USA",3/4/23,3,-13,-13,0,-3,-13,-10,-7,-1,-5,-13,0,0,0,-1,0,1,0,-2.416666667,-66,-22,-61,-20,-5,-2,-4,0,-1,-1,0,-4,0,0,0,0,0,-4.666666667,-40,-4,-6,0,-34,-4,-23,-5,-6,-34,0,0,0,-1,0,1,0,-1.25
Mana Martinez,Cameron Saaiman,0,1,Decision - Majority,3,5:00,3 Rnd (5-5-5),Herb Dean,Adalaide Byrd 26 - 29. Chris Lee 27 - 28. Sal D'amato 28 - 28.,Bantamweight Bout,UFC 285: Jones vs. Gane,"Las Vegas, Nevada, USA",3/4/23,3,-13,-6,-1,0,-12,-6,5,-6,-11,-12,0,0,0,0,0,0,0,0,-24,-7,-10,5,-14,-12,-12,4,-6,-3,1,-12,-1,0,0,0,0,-2.2,-46,-16,-15,1,-31,-17,-19,-6,-6,-12,0,-19,0,-1,0,0,0,-1.916666667
Da'Mon Blackshear,Farid Basharat,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Chris Lee 28 - 29. David Lethaby 28 - 29. Ron McCarthy 28 - 29.,Bantamweight Bout,UFC 285: Jones vs. Gane,"Las Vegas, Nevada, USA",3/4/23,3,-3,13,5,0,-8,13,-7,-2,1,-7,-1,0,0,-1,1,0,0,-1.5,6,12,12,0,-6,12,-6,-2,2,-3,1,-4,0,0,1,0,0,-0.1,12,9,10,1,2,8,0,2,0,4,3,-5,0,-1,0,1,1,-1.233333333
Esteban Ribovics,Loik Radzhabov,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Adalaide Byrd 28 - 29. Ben Cartlidge 28 - 29. Derek Cleary 28 - 29.,Lightweight Bout,UFC 285: Jones vs. Gane,"Las Vegas, Nevada, USA",3/4/23,3,-1,1,-7,-2,6,3,3,3,0,6,0,0,0,-4,-1,0,0,-3,20,8,8,1,12,7,7,4,1,8,0,4,1,-4,-4,0,0,-2.333333333,12,5,4,-3,8,8,9,-2,1,10,0,-2,0,-3,-4,1,1,-1.8
